"[1535413101140068HC3]시군구별","시군구별","[1535413101140068HD0]표시과목별","표시과목별","[Item]항목","항목","단위","2006.01 월","2007.01 월","2008.01 월","2009.01 월","2010.1/4","2011.1/4","2012.1/4","2013.1/4","2014.1/4","2015.1/4","2016.1/4","2017.1/4","2018.1/4","2019.1/4","2020.1/4","2021.1/4","2022.1/4","2023.1/4","2024.1/4","2025.1/4",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","1","1","1","1","1","1","1","2","2","2","3","3","2","3",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","1","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","16","13","14","","17","16","16","15","13","12","14","14","13","15","15","15","15","15","17","19",
"1535413102140068HC3.312700","양주시","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","5","3","","3","3","3","2","2","2","2","2","4","4","3","3","2","3","3","5",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","7","7","","7","7","9","9","9","10","10","10","12","12","13","14","14","14","14","14",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","5","4","","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","4","4","4","4","4","4","3","3","3","3","3","4","4","4","5","5",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","3","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","1","1","","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","6","7","","5","5","5","5","5","5","4","5","5","5","6","5","5","5","5","5",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","3","","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1",
"1535413102140068HC3.312800","포천시","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
